review_description,polarity,Sentiment
easy convenient platform always great even remote difficult come resolve,0.15833333333333333,Positive
intuitive example receive code accidentally remove notification lose forever good job star,0.7,Positive
finally find flight breeze wait hold deal lifesaver would recommend,0.0,Positive
two accommodation time suppose free cancelation funny business well entirely transparent,0.21666666666666667,Positive
many prefer extremely make ago confirm say dont service team send direct list bad much one flight force sleep figure worst nightmare traveller,-0.1708333333333333,Negative
price go less hour confirm could daylight theft happy make reserve without pay lock price put hour limit reservation recommend anyone know easily business better care basically dont even get cancel,0.3916666666666667,Positive
cannot via open click information edit follow reinstall work however already date secure another list didnt offer mobile price,0.2,Positive
primary source vacation also vacation stay appreciate loyalty program well free room stay many,0.43333333333333335,Positive
service unfortunately need stay confirmation mistake already check reward stay remove wallet later fix issue reward reverse send invoice twice disappoint get clear genius level,-0.13333333333333333,Negative
work fine whenever try open contact support multiple absolutely break edit several time without success data cache,0.1527777777777778,Positive
service waste time money trust also support address issue add dozen time unable assist due limit internal without deliver support provide fully simply access one make long call incompetence lack effective quality,-0.03928571428571429,Negative
dont get verify information get one never send phone get lose meet point lose spot want money thats never similar,0.0,Positive
work landscape mode bloody tablet give feedback every rocket science run turn screen screen rotate,-0.8,Negative
service try provide miss lead information get room know room check like room less expensive price rest show plus check pay resort extra didnt want refund difference take,-0.2222222222222222,Negative
easy simple straightforward simple follow cancellation policy also easy due,0.18611111111111112,Positive
horrible service bad dont buy flight ticket never get back refund connection flight try call service phone work weekend send message get answer within unbelievable,-0.48749999999999993,Negative
travel easier load travel stress convenient reliable far even modify issue,0.1,Positive
way leave cancel people stay leave scummy cancel reservation sell room over sell room didnt even cancel notify find get service reply yet behave like still update still reply service,0.0,Positive
terrible company place one day without notice provide support even intermediation course costumer service less provide guide find suitable replacement place least,-0.22916666666666669,Negative
horrible hide dont appear ready pay add price also wont let take price later charge place hot tub recourse problem afraid might post hide social media bait switch tactic quick way record relevant block,-0.04791666666666665,Negative
bad experience overcharge still resolve taxi service happen apology taxi firm despite complaint writ several phone driver wont taxi service far stressful taxis dont show two senior unacceptable experience find,-0.21999999999999997,Negative
scroll randomly jump back top list also click property hit back button try reinstall twice make difference,0.0,Positive
globally good especially type personally would like option search good mean select search anywhere sub selection select destination find best,0.34791666666666665,Positive
easy navigate locate right property right price also show map mostly best available well prefer destination within well outside business well leisure,0.40079365079365076,Positive
room prior stay change date day later date send inform notify date check inform front desk notify date change show room sell basically change call,0.0,Positive
easy also cancel modify stay wasnt happy modify one extra day find stay double price reed better price,0.3466666666666667,Positive
sometimes find better via direct find like cancellation fee fail entirely true general find alternative prove worth,0.13333333333333333,Positive
need improvement allow plainly stupid phone take inconvenience sometimes hard find property address allow text copy android version one cannot copy address paste easily another one non sensical integration,-0.21944444444444441,Negative
disappoint traveler property first know street park park pass unaware fight beach find park spot walk great distance oxygen private balcony walk enjoy view ocean worst part climb oxygen tank location disable friendly full bite inside,0.14687500000000003,Positive
room didnt get right room get even say room service hang different time say could small past site never way better,0.05714285714285714,Positive
find convenient make domestic international stay lovely never safe safety deposit take promptly return continue easy,0.13666666666666666,Positive
always make work pretty well point see button work clear cache clear data problem saw problem device basically longer able,0.23750000000000002,Positive
give feedback simple truly especially last minute search want check like entrance quite unhandy repeatedly also already,0.0,Positive
work trouble never agree dont give loyalty ask know better proof payment please wait rather dont loose money second purchase even dont propose location arrive hear connection whatever probably fee,0.055769230769230765,Positive
card without notify say prepayment havent reservation tell would wait freak money back account scam,0.0,Positive
make message pop wrong refund money please try money miss still wait days refund update answer developer give star didnt process well charge money without service service call days accept mistake try find instead issue,-0.5,Negative
never buy flex like already service terrible dont even bother live chat take days simply deny live chat also lie always call unfortunately importantly never buy flex ticket able cancel even pay extra change even ticket new date less didnt add luggage new date,-0.03212121212121212,Negative
stay bed full refund tell property pay offer place every time call say thats enough supervisor hang dont answer text service absolute worst wont ever update someone resolve,-0.11249999999999999,Negative
second time refund property select pay arrive option service somewhat helpful financial department wont approve bank dont specifically name property even though do date see payment take refund make bank account reservation year,0.0,Positive
second time last time las weekend flight get get tell theyre available say didnt update system double already pay full room extra money another,0.125,Positive
dont get take fund room reservation lose pay new room double charge say help solve matter dont believe get message row dont want help want money dont worth,0.14545454545454545,Positive
matter open without direct web page need sign verify multiple time didnt good wouldnt touch barge pole frustration,0.19999999999999998,Positive
easy information pertain clear concise hide every time next win win,0.37222222222222223,Positive
always round service brilliant waive refund policy cancel due adverse weather affect ferry cross get full refund,0.185,Positive
nicely take money actual payment property goa nicely literally road family sometimes go relax goa bad start raise complaint reclaim payment yes course helpful course tell process payment shortly even multiple follow still really disappoint service,0.05000000000000002,Positive
generally good dont let search cat friendly pet friendly try check two turn dont allow even though list pet friendly,0.45625,Positive
great multiple familiar choose room want need switch cancel free schedule thank,0.39375000000000004,Positive
think need excellent history clear well lay time rarely find slightly elsewhere usually room thats good,0.28055555555555556,Positive
good old seem bite comparison great super easy cost comparable cancellation breeze,0.47333333333333333,Positive
never screw due careless site actual could find payment information release payment pick option list able refund flight tell dont refund terrible service horrible company offer refund cannot,-0.3541666666666667,Negative
flight message send flight confirm even flight several days ago still wait yes reach still wait reply team,0.0,Positive
bad experience service resolution didnt get money transfer wallet bank account since whenever try reach care absolutely doesnt knowledge resolve put hold say transfer call concern department real avoid urge make,-0.09999999999999994,Negative
regularly find stay round different find good find lovely sometimes back nice stay well great staff,0.30000000000000004,Positive
travel around world need fix example search map feature accurate,0.4000000000000001,Positive
work pretty well available problem dark mode work terrible lot impossible read font color dark background color dark,-0.20952380952380947,Negative
work mode design mobile phone doesnt offer landscape mode tablet remove continue browser,0.0,Positive
overall experience fine come across dodgy another credit card verification think twice security,0.20833333333333334,Positive
friendly lot stay rather map location match physical location property luckily catch time able cancel without charge,0.3020833333333333,Positive
doesnt live chat service contact complain may happen self face problem application florence contact company solve,0.13636363636363635,Positive
find essential independent pleasure find suitable accommodation short notice match budget also seemless process appropriate dont travel without,0.21000000000000002,Positive
great since recently disappear impossible find contact technical help help lead issue contact tech help,0.033333333333333354,Positive
careful honor price match log ticket well month ago havent back contact service terrible either dont comprehend understand common sense dont price match arrive say reach service dont bother dont understand basic,-0.28,Negative
horrible experience drive even get get different reservation still first reservation service cant get anyone get help,-0.25,Negative
make inn make partial payment later due change plan still receive refund response make multiple never wont get refund cancellation well cutoff period,-0.05625,Negative
need add credit card order get reward far good data lately cautious add credit card permanently order get reward find scary rather forgo,-1.3877787807814457e-17,Negative
go hill try room always error update twice time still since mobile would want get fix soon ill via different company response support reply,-0.25,Negative
work need help support helpful unreliable need help trip much better support perspective,0.5,Positive
never site never understand need printable copy confirmation forward visa application experience apply visa reed another never understand angry disappoint today lack understand,-0.5,Negative
bad experience full amount cancellation due date couple less service,-0.16041666666666662,Negative
disappoint many recently terrible completely messy bed dirty end putt hostel completely unaware walk needle say second time week money tie choice stay outside weather take get,-0.1857142857142857,Negative
really easy search lot tap good service easy cancel change really good genius loyalty program mobile get brilliant better direct time,0.5380952380952381,Positive
hold card never stay get get home days phone twice bank risk management fraud department cant get money back never service foreign call center fraudulent,-0.075,Negative
dont rent even cancel second later lose also doesnt notify tough expensive park location park expensive rent,-0.2777777777777778,Negative
good calendar pick travel date horrible already make two wrong cant change calendar show current month open,-0.16,Negative
immensely annoy search back start list exit view specific place one return place previous view jump way back top,0.05555555555555556,Positive
excellent lot particular many international travel like advance map view room find extremely keep good work,0.3736111111111111,Positive
regard star regard accuracy list list air condition primary amenity fan room room reserve room state disappoint say least also search scroll list screen randomly go back top list try view list unable,0.020000000000000018,Positive
care support pay money bank account get conformation support tuke money account find dont exist try call phone number work people street tell close two ago every time address see ugly scam,-0.7,Negative
become impossible browse youve scroll end list next set display automatically back top page hence never able see page,-0.08333333333333333,Negative
never avoid horrible pay instantly account additional security like hide fee must final payment amount put small print payment receive instant blame bank,-0.25,Negative
exclusively travel need twice last find better deal extend stay different,0.16666666666666666,Positive
many concern management leave distract nonsense original procedure,0.4375,Positive
try millennium place money go card say days return days need already stay joke afraid full payment try different expensive even payment free cancelation even try expensive one still throw back card make video payment process,-0.12142857142857143,Negative
scary reservation full make reservation payment state successful money already bank refund far receive payment,0.175,Positive
easy ways search accommodation great pay easy navigate accommodation need,0.5555555555555556,Positive
service breakfast they say stay since breakfast help service say cant force cover fix mistake loyal reply,0.3333333333333333,Positive
work portrait mode tablet landscape mode cannot simply incredible main work mode forget,0.5333333333333333,Positive
earth option choose local currency whichever youd prefer earth option show page make dont think actually cater,0.0,Positive
worst service flight mail wrong send ticket ticket even show active section suddenly worst ever service,-0.6583333333333333,Negative
awful doesnt work many ridiculous host cant even communicate people communication available theres phone number contact cant reach text joke advise anybody travel site become host,-0.10833333333333331,Negative
numerous time extremely satisfy unfortunately recently cancel reservation due family health amaze quick simple,0.013888888888888886,Positive
terrible experience service flight boston set car downtown boston instead airport impossible cancel want hear dog behind,-0.6888888888888888,Negative
awful service never reply time response lead loss many logistical recommend trip deserve business prompt true care shame close ruin mine many sure,0.16999999999999998,Positive
good tell didnt pay reservation try charge full amount cool wont,0.4666666666666666,Positive
worse worse experience time default date nit current day random future lead several wrong bad mark free lead mistakenly take full better price end pay extra hassle,-0.10416666666666667,Negative
easiest way find room site even discount program job several time easy process helpful great,0.41111111111111115,Positive
great find great stay transport system havent read red dot although read numerous time,0.4,Positive
great great easy understand overall good easy way accommodation wish could change profile picture,0.5277777777777778,Positive
fake available ruin two problem stay hut fake didnt ban yet never rely,-0.19999999999999998,Negative
worst application convenience dont care number dont reply dont show search give receive confirmation mail also cant find official instead application writ hustle happen even comment contact,-1.0,Negative
design create fake available fact direct contact service deeply back system become impossible reach via onto vice without consent pretty pathetic,-0.20238095238095236,Negative
free cancellation room due dont know cancel yet cost almost hopefully dont cancel extremely mislead happy,0.23750000000000002,Positive
service horrendous since invoice still havent get around one keep copy paste try instead,0.0,Positive
different stay accurate one exception safe way make trip,0.30000000000000004,Positive
absolutely pathetic flight service look social media accommodation seem,-0.48333333333333334,Negative
service doesnt respond well payment problematic accommodation unless fork payment service like automatically call settle nowadays service call handle issue loop fashion go without intention settle issue,0.0,Positive
recently open property back view move list annoy please fix,0.0,Positive
easy efficient interface easy find best stay filter sort view loyalty program also good would really recommend,0.5533333333333333,Positive
great accommodation filter feature map help clarify location good difficult add luggage select,0.3333333333333333,Positive
good find lot list often better value particularly like map feature also easy pay present look rip fail pay promptly massive poor see trust pilot,0.1125,Positive
genius say business problem experience problem less order room night bed break room bad condition owner cancel spend wait check another two try fix bed pay taxi another accommodation refund,-0.43333333333333324,Negative
abroad problem cant contact emergency stick call although cant call foreign card damn less,-0.14583333333333331,Negative
actually smaller resort great cancelation policy deal directly good plus right beach cant wait,0.4464285714285714,Positive
couple time best available want,0.7,Positive
repeatedly never pay chang also never unreasonable competitively price actual,0.0,Positive
emergency business trip five dont let say need sleep car attend meet tomorrow,0.0,Positive
worst service recommend give confirmation didnt allow search another night hard family bad experience dont,-0.6638888888888889,Negative
look ideal filter charger feature like version navigate map see new phone feature definitely miss,0.34545454545454546,Positive
find bug try report list store contact developer get automatic response say contact different way really well even try help become struggle edit confirm click save save get snack bar notification connection also contact developer,0.1,Positive
easy navigate accommodation many without issue communication faultless,0.6444444444444445,Positive
straightforward air less hide show final payment page lot good range fit desire whole,0.2513888888888889,Positive
always back start page search neither explore available properly back point search check,0.13333333333333333,Positive
mostly match recommend check web page improve service case without,0.5,Positive
bunch control advance do confirm pay advance refund assurance refund provide despite rais issue available,0.4,Positive
love wont regret choose place lot people might want choose like spacious motel six,0.5,Positive
beware dont pay extra flight still charge massive need move flight price difference new flight,0.04545454545454545,Positive
easy straightforward easy immediate confirmation send soon make pay check one best ever,0.5604166666666667,Positive
service excellent experience worry free exceptional easy,0.625,Positive
whenever get entertain refund help always make agent agent need act behalf dot help,0.0,Positive
latest update vertical need scroll select please back future select next like version,0.125,Positive
service doesnt answer even worst situation flight come confirm tell reservation night city full,-0.325,Negative
almost always good range accommodation available wherever need chain good excellent one disappointment date property close end season almost impossible get refund,0.25555555555555554,Positive
option pay pay yet system still choose take bill credit card instead cant pay service say make unavailable feel like scam still proof,0.0,Positive
say reality relate horrible say great check place horrible experience yellow dirt break toilet seat break shower fall head injure foot service send send copy paste havent dispute yet,-0.24666666666666667,Negative
spend research ahead time run card ahead time clearly pay property get find day trip pay double room dont get run card mood also hide resort check thats nice dollar surprise slip last step instead room rate,0.175,Positive
easy great year two convenient one place plus better get even comparable better message directly great selection highly service staff skillful understand problem quickly come back solution within,0.44083333333333335,Positive
satisfy application easy straightforward process technical layout clear recommend,0.22708333333333333,Positive
easy especially familiar cancellation policy reasonable easy stay favorite would recommend,0.46333333333333326,Positive
deceptive beware response message call support less waste time short room offer stay however put heat room days receive service line tell hear room put qualify result ill never site stay,-0.21666666666666667,Negative
easy navigate genius definite bonus back point improvement contact property clarify easy,0.21666666666666667,Positive
caution extremely buggy make make completely new contact directly discover reservation ever make confirmation number find reservation place even want directly cancel completely confirmation date hope easily fix bug,0.12411616161616162,Positive
terrible never explain deluxe room far away main lobby get taxi even though high season expensive rubbish,-0.0788888888888889,Negative
still wait refund flight august service less able request patience even legal refund delay days know,0.1777777777777778,Positive
love one place easy research edit cancel well organize nice great work thank,0.5833333333333333,Positive
property double property move date cancel instead still without scam never know better,0.25,Positive
account disable month ago without explanation despite numerous phone ref communicate example poor service doesnt matter credit longer manage,-0.2,Negative
convenient love part easy find new city look,0.3565656565656566,Positive
terrible service bad easy get touch property service basically remove,-0.4222222222222221,Negative
pay day arrival york international cheap price sudden price get double better direct,0.16666666666666666,Positive
like motel wish place room motel know dog even include cost dog bill little annoy call place let know dog another would choice main floor near exit pet helpful need pet washroom late night,-0.05520833333333333,Negative
miss basic requirement cant search map instead location area,0.0,Positive
company along word scam come numerous news awful security back continue gain access reservation addition support nonexistent phone contact company dont work care security privacy avoid company like plague,-0.3333333333333333,Negative
chat work select option send message receive say contact within never try many time never work,0.5,Positive
ask finish property know come request may applicable request may pay full price least make option cancel request difficult develop feature,-0.15,Negative
easy reason unable review property higher realistic rat consumer leave want,0.0875,Positive
latest update see property back back list disaster update work thank,0.16666666666666666,Positive
sometimes list unprofessional even pick phone guest need speak also poor,-0.4,Negative
several time find stay stay read recommend also alternate similar available similar money matter limit,0.08,Positive
unauthorized payment attempt credit card one occasion another occasion didnt help property show site every time service tell deal property staff directly dont deserve star,0.1,Positive
bad experience regard one respond location disappoint time stand location time suffer application suggestion please dont application,-0.6999999999999998,Negative
like good go wrong host get angry aggressive towards kick street service assist really need better service,0.07999999999999999,Positive
good around world work perfect never company happy shareholder,0.8333333333333334,Positive
fast easy free straight point straight true point unlike love well little strong maybe really really like allot,0.27291666666666664,Positive
good application find dont expect support chat support worst talk wall big chat even answer time one time host cancel check chat support answer suppose time check dont even try help problem cant call support mobile phone,-0.10000000000000002,Negative
one company cut cannot get support line need option call hide behind stupid answer stupid requirement add confirmation number cannot get time yes post pretend nice reply keep recently another trip less service hope real arise bankrupt day,-0.19523809523809524,Negative
dont let make money help reason inflate zero support care cut absolute phone support also sham doesnt accept number every give dont let make money say always guess,0.0,Positive
one best reliable see get topnotch,1.0,Positive
stop work tablet cant sign verification landscape mode everyone mobile phone try think better,0.5,Positive
honestly never people horrible service market rate whats even worse taxi service horrendous multiple different worse experience life trust horrible experience time even support theyre even less,-0.4083333333333333,Negative
mislead first make payment become final amount card please transparent price stop try mislead also transaction fee without consent tobe make aware please refund amount,0.16666666666666666,Positive
bad experience apartment host ask cancel try call service response make new reservation,-0.28181818181818175,Negative
add detail scroll search spontaneously back top search able get list,0.3333333333333333,Positive
careful disable account reason middle trip leave without answer support thats despite genius level member keep value loyal dont tell please service available even available tell sorry way accept answer previous,0.05238095238095237,Positive
